name,price,capacity,price_per_gb,type,cache,form_factor,interface
Samsung SM843T Data Center,,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung SM843T Data Center,,240,,SSD,,2.5,SATA 6.0 Gb/s
Samsung SM843T Data Center,,480,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk X110 SD6SF1M-256G-1022I,,256,,SSD,,mSATA,mSATA
Plextor M6e,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
ADATA S510,,480,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow mS200,,240,,SSD,,mSATA,mSATA
Kingston SSDNow mS200,,480,,SSD,,mSATA,mSATA
OCZ Talos 2 C,,240,,SSD,,2.5,SAS 6.0 Gb/s
Plextor M6e,,512,,SSD,,PCIe,PCIe x4
Seagate 1200 SSD,,200,,SSD,,2.5,SAS 12.0 Gb/s
Micron Enterprise,,100,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP310,,64,,SSD,,mSATA,mSATA
ADATA Premier SP610,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,,80,,SSD,,mSATA,mSATA
Intel 530,,180,,SSD,,mSATA,mSATA
Intel 530,136.5,240,0.569,SSD,,mSATA,mSATA
Kingston E50 Enterprise,210,240,0.875,SSD,,2.5,SATA 6.0 Gb/s
PNY Prevail,,120,,SSD,,2.5,SATA 6.0 Gb/s
OCZ RevoDrive 350,,960,,SSD,,PCIe,PCIe x8
OCZ RevoDrive 350,,480,,SSD,,PCIe,PCIe x8
Kingston SSDNow KC300,,180,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier SP610,,512,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier SP610,,256,,SSD,,2.5,SATA 6.0 Gb/s
ADATA Premier Pro SP310,,128,,SSD,,mSATA,mSATA
Transcend SSD370,,256,,SSD,,2.5,SATA 6.0 Gb/s
Transcend SSD370,,512,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force LX,,512,,SSD,,2.5,SATA 6.0 Gb/s
Transcend MTS600,,128,,SSD,,M.2-2260,M.2 SATA
Transcend MTS600,,64,,SSD,,M.2-2260,M.2 SATA
Seagate Enterprise,163.5,6000,0.027,7200,128,3.5,SAS 12.0 Gb/s
Hitachi He6,,6000,,7200,64,3.5,SAS 6.0 Gb/s
SanDisk X300S,,64,,SSD,,2.5,SAS 6.0 Gb/s
Plextor M6M,527.77,512,1.031,SSD,,mSATA,mSATA
Kingston SSDNow V310,,960,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Signature III,,60,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Mac Signature III,,60,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Mac Signature III,,120,,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,,180,,SSD,,M.2-2280,M.2 SATA
ADATA SP900 M.2,,256,,SSD,,M.2-2242,M.2 SATA
ADATA SP900 M.2,,128,,SSD,,M.2-2280,M.2 SATA
ADATA SP900 M.2,,512,,SSD,,M.2-2280,M.2 SATA
Crucial M500,,120,,SSD,,M.2-2280,M.2 SATA
OCZ ARC 100,,480,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Travelstar,,500,,7200,32,2.5,SATA 6.0 Gb/s
Lenovo 4N40A33711,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Seagate ST380215AS-IM,,80,,7200,2,3.5,SAS 3.0 Gb/s
Seagate ST500LT033,,500,,5400,16,2.5,SATA 6.0 Gb/s
Seagate Savvio 15K.3,146.44,300,0.488,15000,64,2.5,SAS 6.0 Gb/s
Toshiba MQ01ABD075 dup,,750,,5400,8,2.5,SATA 3.0 Gb/s
Toshiba PH2050U-1SHD,,500,,,32,2.5,SATA 6.0 Gb/s
Western Digital Xe,,900,,10000,32,2.5,SAS 6.0 Gb/s
Hitachi Ultrastar C10K900,,900,,10000,64,2.5,SAS 6.0 Gb/s
Seagate ST2000NM0054,125,2000,0.062,7200,128,3.5,SAS 12.0 Gb/s
Hitachi 0S03364,,4000,,5400,32,3.5,SATA 6.0 Gb/s
Axiom Mac Signature III,,240,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Mac Signature III,,480,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Mac Signature III,,60,,SSD,,2.5,SATA 6.0 Gb/s
Axiom AXI-SSD25M3400B,,400,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Signature III,,120,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Signature III,,240,,SSD,,2.5,SATA 6.0 Gb/s
Axiom Signature III,,60,,SSD,,2.5,SATA 6.0 Gb/s
Intel 730,,240,,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 2500,,480,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M6 PRO,,128,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M6 PRO,,256,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M6 PRO,,512,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Blaze,,240,,SSD,512,2.5,SATA 6.0 Gb/s
Patriot Blaze,,60,,SSD,32,2.5,SATA 6.0 Gb/s
PNY Prevail,,240,,SSD,,2.5,SATA 6.0 Gb/s
Apotop MASS3C256GBR,,256,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Atlas,,480,,SSD,,mSATA,mSATA
Mushkin Chronos,,240,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,480,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,60,,SSD,,2.5,SATA 6.0 Gb/s
Patriot PP240Patriot Pyro M3GSM3SSDR,,240,,SSD,,mSATA,mSATA
VisionTek 900610,,60,,SSD,,mSATA,mSATA
Transcend TS1TSSD370,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Transcend TS32GSSD370,,32,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SAS 6.0 Gb/s
Hitachi He6,,6000,,7200,64,3.5,SAS 6.0 Gb/s
Seagate ST2000NM0024,237,2000,0.118,7200,128,3.5,SATA 6.0 Gb/s
Seagate ST4000NM0044,,4000,,7200,128,3.5,SATA 6.0 Gb/s
Silicon Power S70,,240,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K1200,82.73,1200,0.069,10000,64,2.5,SAS 6.0 Gb/s
Hitachi He6,,6000,,7200,64,3.5,SATA 6.0 Gb/s
HP 653950-001,,146,,15000,,2.5,SAS 6.0 Gb/s
IBM 90Y8890,,600,,10000,,2.5,SAS 6.0 Gb/s
Seagate ST2000NM0044,,2000,,7200,128,3.5,SATA 6.0 Gb/s
Axiom SSD25A37240-AX,,240,,SSD,,2.5,SATA 6.0 Gb/s
Edge Tech Boost Pro Slim,,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel 730,,240,,SSD,,2.5,SATA 6.0 Gb/s
Intel 530,,180,,SSD,,M.2-2280,M.2 SATA
OCZ VTX460A-25SAT3-120G,,120,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Pyro M3,,120,,SSD,,mSATA,mSATA
Plextor M6 PRO,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 845DC PRO,,400,,SSD,512,2.5,SATA 6.0 Gb/s
Samsung Data Center,,960,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power Slim S80,,480,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP Dark L3,,60,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek DLX,,60,,SSD,,mSATA,mSATA
VisionTek DLX,,120,,SSD,,mSATA,mSATA
VisionTek DLX,,240,,SSD,,mSATA,mSATA
MyDigitalSSD Super Boot Drive,,32,,SSD,,M.2-2242,M.2 SATA
MyDigitalSSD Super Boot Drive,,64,,SSD,,M.2-2242,M.2 SATA
MyDigitalSSD Super Boot Eco,,64,,SSD,,M.2-2242,M.2 SATA
MyDigitalSSD Super Boot Eco,,128,,SSD,,M.2-2242,M.2 SATA
MyDigitalSSD Super Cache 2,,32,,SSD,,M.2-2242,M.2 SATA
MyDigitalSSD Super Cache 2,,64,,SSD,,M.2-2242,M.2 SATA
MyDigitalSSD Super Cache 2,,128,,SSD,,M.2-2242,M.2 SATA
MyDigitalSSD Bullet Proof 4,,30,,SSD,,mSATA,mSATA
MyDigitalSSD Bullet Proof 4,,60,,SSD,,mSATA,mSATA
MyDigitalSSD Bullet Proof 4,,120,,SSD,,mSATA,mSATA
MyDigitalSSD Bullet Proof 4,,240,,SSD,,mSATA,mSATA
MyDigitalSSD Bullet Proof 4 Eco,,128,,SSD,,mSATA,mSATA
MyDigitalSSD Bullet Proof 4 Eco,,256,,SSD,,mSATA,mSATA
MyDigitalSSD Bullet Proof 4 Eco,,512,,SSD,,mSATA,mSATA
MyDigitalSSD Super Cache 2,,32,,SSD,,mSATA,mSATA
MyDigitalSSD Super Cache 2,,64,,SSD,,mSATA,mSATA
MyDigitalSSD Super Cache 2,,128,,SSD,,mSATA,mSATA
MyDigitalSSD Super Boot Drive,,32,,SSD,,mSATA,mSATA
MyDigitalSSD Super Boot Drive,,64,,SSD,,mSATA,mSATA
MyDigitalSSD Super Cache 2,,24,,SSD,,mSATA,mSATA
MyDigitalSSD Super Cache 2,,32,,SSD,,mSATA,mSATA
MyDigitalSSD Super Cache 2,,64,,SSD,,mSATA,mSATA
MyDigitalSSD Super Cache 2,,128,,SSD,,mSATA,mSATA
MyDigitalSSD Bullet Proof 4 Eco,,120,,SSD,,2.5,SATA 6.0 Gb/s
MyDigitalSSD Bullet Proof 4 Eco,,240,,SSD,,2.5,SATA 6.0 Gb/s
MyDigitalSSD PATA MAX,,32,,SSD,,2.5,PATA 44-Pin 133
MyDigitalSSD PATA MAX,,64,,SSD,,2.5,PATA 44-Pin 133
MyDigitalSSD PATA MAX,,128,,SSD,,2.5,PATA 44-Pin 133
Hitachi Deskstar,,3000,,5400,32,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,,2000,,7200,128,3.5,SATA 6.0 Gb/s
Seagate SV35,,2000,,5400,64,3.5,SATA 6.0 Gb/s
Seagate SV35,,3000,,5400,64,3.5,SATA 6.0 Gb/s
Seagate SV35,,3000,,5900,64,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,,5000,,7200,128,3.5,SATA 6.0 Gb/s
Corsair Neutron XT,,240,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron XT,,480,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron XT,,960,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,,250,,7200,32,2.5,SATA 6.0 Gb/s
Western Digital Scorpio Black,,320,,7200,16,2.5,SATA 3.0 Gb/s
Crucial MX200,327.77,250,1.311,SSD,,mSATA,mSATA
Crucial MX200,,500,,SSD,,M.2-2280,M.2 SATA
Dell F617N,,300,,15000,16,3.5,SAS 6.0 Gb/s
HP 718171-B21,,120,,SSD,,3.5,SATA 6.0 Gb/s
Intel SSDMCEAC060B3,,60,,SSD,,mSATA,mSATA
Mushkin MKNP44SC480GB-DX,,480,,SSD,,PCIe,PCIe x8
Mushkin MKNP44SC960GB-DX,,960,,SSD,,PCIe,PCIe x8
OCZ Vertex 460A,,480,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Blaze,,480,,SSD,,2.5,SATA 6.0 Gb/s
Samsung Data Center,,480,,SSD,,2.5,SATA 6.0 Gb/s
Samsung XP941,,128,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
Seagate ST373454LC-RF,,73.4,,15000,8,3.5,SAS 3.0 Gb/s
Toshiba MD03ACA-V,,2000,,7200,64,3.5,SATA 6.0 Gb/s
Toshiba MD03ACA-V,,4000,,7200,64,3.5,SATA 6.0 Gb/s
Transcend TS512GMSA370,324.75,512,0.634,SSD,,mSATA,mSATA
Transcend TS64GMSA370,,64,,SSD,,mSATA,mSATA
VisionTek Go Drive,194.48,240,0.81,SSD,,2.5,SATA 6.0 Gb/s
Kingston SMS200S3/120G,,120,,SSD,,mSATA,mSATA
Intel DC S3500,,1200,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Chronos,,480,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C7K1000,,1000,,7200,64,2.5,SAS 6.0 Gb/s
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SAS 12.0 Gb/s
Mushkin ECO2,,480,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Striker,,240,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Striker,,480,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Striker,,960,,SSD,,2.5,SATA 6.0 Gb/s
PNY CS1111,,480,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Evo,,120,,SSD,,mSATA,mSATA
Samsung 850 Evo,,250,,SSD,,mSATA,mSATA
Samsung 850 Evo,,500,,SSD,,mSATA,mSATA
Mushkin ECO2,,60,,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST1000NX0333,85,1000,0.085,7200,128,2.5,SAS 12.0 Gb/s
OWC Mercury Electra,,120,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar C15K600,,600,,15000,128,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar 7K6000,,2000,,7200,128,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He6,,6000,,7200,128,3.5,SAS 6.0 Gb/s
Micron M600,,128,,SSD,,mSATA,mSATA
Micron M600,,512,,SSD,,mSATA,mSATA
OCZ Vector 180,,120,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vector 180,,480,,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST1000LM015,,1000,,,,2.5,SATA 6.0 Gb/s
Seagate ST4000NM0054,,4000,,7200,128,3.5,SAS 12.0 Gb/s
ADATA Premier Pro SP920,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force LS,,120,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force LS,,240,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force LS,,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,199,120,1.658,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC310,,960,,SSD,,2.5,SATA 6.0 Gb/s
OCZ D2CSTK251M3T-0120,,128,,SSD,,2.5,SATA 6.0 Gb/s
Edge Tech PE233846,,480,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SAS 12.0 Gb/s
Seagate ST2000NX0343,329,2000,0.164,7200,128,2.5,SAS 12.0 Gb/s
Hitachi S800 S846,,1600,,SSD,,2.5,SAS 6.0 Gb/s
PNY CL4111,,240,,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST2000NM0014,,2000,,7200,128,3.5,SAS 12.0 Gb/s
Intel 535,,120,,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,120.28,180,0.668,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,,180,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Radeon R7,,120,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Radeon R7,,240,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Radeon R7,,480,,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX 3K,,240,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K6000,,4000,,7200,128,3.5,SAS 12.0 Gb/s
Seagate ST1000NX0363,,1000,,7200,128,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar 7K6000,,2000,,7200,128,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,,6000,,7200,128,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar 7K6000,,2000,,7200,128,3.5,SAS 12.0 Gb/s
OCZ Trion 100,,960,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron XT,,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba PH3600U-1I72,,6000,,7200,128,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar SSD800MM,,400,,SSD,,2.5,SAS 12.0 Gb/s
HP E2P03AA,,900,,10000,16,3.5,SAS 6.0 Gb/s
Intel SSDSC2BB080G601,,80,,SSD,,2.5,SATA 6.0 Gb/s
Intel SSDSC2BB120G601,,120,,SSD,,2.5,SATA 6.0 Gb/s
Intel SSDSC2BB240G601,315,240,1.312,SSD,,2.5,SATA 6.0 Gb/s
Intel SSDSC2BB480G601,287.97,480,0.6,SSD,,2.5,SATA 6.0 Gb/s
Intel SSDSC2BB800G601,349.19,800,0.436,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Atlas Vital,,120,,SSD,,M.2-2280,M.2 SATA
Mushkin Atlas Vital,,240,,SSD,,M.2-2280,M.2 SATA
Mushkin Atlas Vital,108.88,250,0.436,SSD,,M.2-2280,M.2 SATA
Patriot Ignite,,240,,SSD,256,2.5,SATA 6.0 Gb/s
PNY SSD7CS2111-960-RB,,960,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power SSD Slim S60 Upgrade Kit,,120,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power SSD Slim S60 Upgrade Kit,,240,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power S60,,480,,SSD,,2.5,SATA 6.0 Gb/s
VisionTek 900623-BUNDLE,,120,,SSD,,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K6000,,2000,,7200,128,3.5,SATA 6.0 Gb/s
Samsung MMDOE56G5MXP-0VB,,256,,SSD,,2.5,SATA 3.0 Gb/s
Hitachi Travelstar Z5K320,,250,,5400,8,2.5,SATA 3.0 Gb/s
Seagate ST2000NX0353,,2000,,7200,128,2.5,SAS 12.0 Gb/s
Western Digital Red Pro,,6000,,7200,128,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,,450,,10000,64,2.5,SAS 6.0 Gb/s
ADATA Premier SP600NS34,,128,,SSD,,M.2-2242,M.2 SATA
ADATA Premier SP600NS34,,256,,SSD,,M.2-2242,M.2 SATA
ADATA XPG SX930,,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel 535,,360,,SSD,,M.2-2280,M.2 SATA
Mushkin Atlas Vital,,480,,SSD,,M.2-2280,M.2 SATA
Mushkin Atlas Vital,,500,,SSD,,M.2-2280,M.2 SATA
Patriot Blast,,480,,SSD,256,2.5,SATA 6.0 Gb/s
SanDisk Ultra II,,128,,SSD,,mSATA,mSATA
SanDisk Ultra II,,256,,SSD,,mSATA,mSATA
SanDisk Ultra II,,512,,SSD,,mSATA,mSATA
TEAMGROUP Ultra L5,,120,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP Ultra L5,,240,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Z400s,,32,,SSD,,mSATA,mSATA
SanDisk Z400s,,64,,SSD,,M.2-2280,M.2 SATA
Seagate ST1200MM0158,,1200,,10000,128,2.5,SAS 12.0 Gb/s
Seagate Enterprise NAS,,4000,,7200,128,3.5,SATA 6.0 Gb/s
Toshiba P300,,500,,7200,64,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K1800,,600,,10500,128,2.5,SAS 12.0 Gb/s
Intel 730,,240,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba Q300 Pro,,128,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,,2000,,7200,128,3.5,SATA 6.0 Gb/s
Eluktro Pro-X Performance,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Eluktro Pro Performance,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Zotac Premium Edition,,240,,SSD,,2.5,SATA 6.0 Gb/s
Zotac Premium Edition,,480,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin Atlas,,120,,SSD,,mSATA,mSATA
Mushkin Atlas,,60,,SSD,,mSATA,mSATA
Seagate Momentus 5400.3,,80,,5400,8,2.5,PATA 44-Pin 100
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar Archive Ha10,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Toshiba L200,,500,,5400,8,2.5,SATA 3.0 Gb/s
Seagate Enterprise NAS,379,6000,0.063,7200,128,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar He8,,8000,,7200,128,3.5,SAS 12.0 Gb/s
Seagate Momentus 5400.3,,40,,5400,8,2.5,PATA 44-Pin 100
Kingston FURY,,240,,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2211,,960,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vector 180,,480,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Vector 180,,960,,SSD,,2.5,SATA 6.0 Gb/s
Avexir V1,,128,,SSD,,2.5,SATA 6.0 Gb/s
Patriot PBT120GS25SSDR,,120,,SSD,,2.5,SATA 6.0 Gb/s
Zotac SONIX,,480,,SSD,512,PCIe,PCIe x4
SanDisk X400,,1000,,SSD,,M.2-2280,M.2 SATA
MyDigitalSSD BP5e Slim 7,,128,,SSD,,2.5,SATA 6.0 Gb/s
MyDigitalSSD BP5e Slim 7,,240,,SSD,,2.5,SATA 6.0 Gb/s
Mushkin ECO3,,120,,SSD,128,2.5,SATA 6.0 Gb/s
Intel 540s,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,120,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,180,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,240,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,360,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,480,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital RE,,6000,,7200,128,3.5,SATA 6.0 Gb/s
Silicon Power S70,,120,,SSD,,2.5,SATA 6.0 Gb/s
Silicon Power S70,,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,120,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,180,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,360,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Torch LE,,960,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Torch LE,,480,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Torch LE,,240,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Torch LE,,120,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M7V,,128,,SSD,256,2.5,SATA 6.0 Gb/s
OCZ RD400,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
OCZ RD400,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MyDigitalSSD BP5e Slim 7,,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel 540s,,360,,SSD,,M.2-2280,M.2 SATA
Intel 540s,,120,,SSD,,M.2-2280,M.2 SATA
Intel 540s,,1000,,SSD,,M.2-2280,M.2 SATA
Intel 750,359.97,800,0.45,SSD,,2.5,U.2
Plextor M6V,,512,,SSD,512,2.5,SATA 6.0 Gb/s
Plextor M6V,,256,,SSD,256,2.5,SATA 6.0 Gb/s
Plextor M6V,,128,,SSD,128,2.5,SATA 6.0 Gb/s
MyDigitalSSD 80mm BP5e,,120,,SSD,,M.2-2280,M.2 SATA
MyDigitalSSD 80mm BP5e,,240,,SSD,,M.2-2280,M.2 SATA
Corsair Neutron XTi,,240,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron XTi,,960,,SSD,,2.5,SATA 6.0 Gb/s
Avexir E100,,480,,SSD,,2.5,SATA 6.0 Gb/s
Plextor M8Pe,,128,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Plextor M8Pe,,128,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
Plextor M8Pe,,1000,,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
ADATA Premier SP550,,240,,SSD,,M.2-2280,M.2 SATA
Plextor M7V,,128,,SSD,256,M.2-2280,M.2 SATA
Plextor M7V,,512,,SSD,1024,M.2-2280,M.2 SATA
Toshiba VX500,,512,,SSD,,2.5,SATA 6.0 Gb/s
OCZ RD400A,,128,,SSD,,PCIe,PCIe x4
MyDigitalSSD BPX,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MyDigitalSSD BPX,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MyDigitalSSD BPX,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel Pro 5400s,140,120,1.167,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 5400s,154,180,0.856,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 5400s,,480,,SSD,,2.5,SATA 6.0 Gb/s
Intel Pro 5400s,,240,,SSD,,2.5,SATA 6.0 Gb/s
Micron M600,,128,,SSD,,M.2-2260,M.2 SATA
Patriot TORCH,,60,,SSD,,2.5,SATA 6.0 Gb/s
Addlink S10,,240,,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Pro,,5000,,7200,128,3.5,SATA 6.0 Gb/s
Toshiba X300,,5000,,7200,128,3.5,SATA 6.0 Gb/s
Hyundai Technology Cobalt,,120,,SSD,,2.5,SATA 6.0 Gb/s
Hyundai Technology Cobalt,,480,,SSD,,2.5,SATA 6.0 Gb/s
Drevo ES,,256,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP L3 EVO,,480,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Enterprise,375.62,8000,0.047,7200,256,3.5,SAS 12.0 Gb/s
Seagate Enterprise NAS,,8000,,7200,256,3.5,SATA 6.0 Gb/s
Mushkin Triactor 3D,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Spark,,128,,SSD,,2.5,SATA 6.0 Gb/s
Patriot Spark,,256,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX950,,480,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SX7000,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX7000,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Addlink ad512GBS10S3,,512,,SSD,,2.5,SATA 6.0 Gb/s
MyDigitalSSD SBX,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MyDigitalSSD SBX,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MyDigitalSSD SBX,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MyDigitalSSD SBX,,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar,,900,,10500,128,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar,,4000,,7200,128,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar,,2000,,7200,128,3.5,SAS 12.0 Gb/s
Hitachi 0F22941,175,4000,0.044,7200,128,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar,,2000,,7200,128,3.5,SAS 12.0 Gb/s
