name,price,style,switches,backlit,tenkeyless,connection_type,color
Tesoro Lobera Spectrum,,Gaming,Kailh Blue,RGB,false,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Black,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Red,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Speed Silver,Blue,true,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Black,Blue,true,Wired,White
Ducky Ducky One 2,,Gaming,Cherry MX Speed Silver,Blue,true,Wired,White
Leopold FC750R Black PD,,Standard,Cherry MX Black,,false,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Blue,,false,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Clear,,false,Wired,Black
Mistel BAROCCO MD770,,Ergonomic,Cherry MX Blue,RGB,true,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
matias FK318PCLBB,,Standard,,Multicolor,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Cherry Strait Black 3.0,,Standard,,,false,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Blue,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Brown,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky Mecha Mini,,Mini,Cherry MX Silent Red,RGB,true,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Brown,White,false,Wired,Black
Rottay TH-306,,Gaming,Outemu Brown,RGB,false,Wired,White / Black
Tempest K9,,Gaming,,RGB,false,Wired,Black
Tempest K10,,Gaming,Outemu Blue,RGB,false,Wired,
Tempest TGC2000,,Gaming,,Multicolor,false,Wired,Black
Tempest Diablo,,Gaming,Content Red,RGB,false,Wired,Black
Tempest K8,,Gaming,,Multicolor,false,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Blue,RGB,true,Wired,Black
Wooting One,,Gaming,Flaretech Red,RGB,true,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Blue,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Black,RGB,false,Wired,Black
Wooting Wooting Two,,Gaming,Flaretech Red,RGB,false,Wired,Black
Das Keyboard X50Q,150.69,Gaming,Gamma Zulu Tactile,RGB,false,Wired,Black
Das Keyboard 4Q,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Corsair K65 RGB MINI WATERMELON BLAST,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Pink / Green
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Red,RGB,true,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Blue,RGB,true,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Brown,RGB,true,Wired,Black
Monoprice Dark Matter Collider,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Monoprice Dark Matter Collider,,Gaming,,RGB,false,Wired,Black
Keychron K3 V2 Ultra-slim,,Standard,Keychron Optical Blue Low Profile (Hot-Swappable),RGB,true,"Wired, Wired, Bluetooth Wireless",Black / Gray
Cooler Master SK653,,Gaming,TTC Blue Low Profile,RGB,false,Bluetooth Wireless,Gray / Black
Cooler Master SK653,,Gaming,TTC Red Low Profile,RGB,false,Bluetooth Wireless,White / Silver
Keychron K2 Hot-swappable,,Gaming,Gateron Blue,RGB,true,Wireless,Black / White
Tilted Nation TNvoid,,Gaming,Omron Red,RGB,false,Wired,Black
Varmilo Miya68-C Panda R2,,Standard,EC Jasmine V2,White,true,Wired,Black / White
Varmilo Miya68-C Panda R2,,Standard,EC Iris V2,White,true,Wired,Black / White
Varmilo Miya68-C Panda R2,,Standard,EC Daisy V2,White,true,Wired,Black / White
Varmilo Miya68-C Panda R2,,Standard,EC Ivy V2,White,true,Wired,Black / White
Razer BlackWidow V3 - BAPE Edition,,Gaming,Razer Green,RGB,false,Wired,Black / Green
Ducky One 3 Matcha,,Standard,Cherry MX Black,,true,Wired,Beige / Green
Corsair K65 RGB MINI Ethereal Blue,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Blue / White
Razer Pro Type Ultra - ES,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Razer Pro Type Ultra - NO,,Standard,Razer Yellow,White,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,,Gaming,GX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech G715,,Gaming,GX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Silver
Keychron K5 SE,,Slim,Keychron Optical Red Low Profile,White,false,"Wired, Bluetooth Wireless",Black / Gray
Keychron K5 SE,,Slim,Keychron Optical Mint Low Profile,White,false,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,,Standard,Keychron Optical Brown Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,,Standard,Keychron Optical Banana Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K1 SE,,Standard,Keychron Optical Mint Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
MSI ‎VIGOR GK71 SONIC BLUE,,Gaming,MSI Sonic Blue,RGB,false,Wired,Black
Keychron V6 QMK,,Standard,Keychron K Pro Blue,,false,"Wired, Wired",Translucent Black
Keychron V6 QMK,,Standard,Keychron K Pro Brown,,false,"Wired, Wired",Translucent Black
Keychron V6 QMK,,Standard,Keychron K Pro Blue,,false,"Wired, Wired",Black
Keychron V6 QMK Knob,,Standard,Keychron K Pro Red,,false,"Wired, Wired",Translucent Black
Keychron V6 QMK Knob,,Standard,Keychron K Pro Blue,,false,"Wired, Wired",Translucent Black
Keychron V6 QMK Knob,,Standard,Keychron K Pro Brown,,false,"Wired, Wired",Translucent Black
Keychron V6 QMK Knob,,Standard,Keychron K Pro Blue,,false,"Wired, Wired",Black
Razer BlackWidow V4 Pro,,Gaming,Razer Green,RGB,false,Wired,Black
Razer BlackWidow V4 Pro,,Gaming,Razer Yellow,RGB,false,Wired,Black
DROP MDX-31827-13,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wired",Black
DROP MDX-31827-8,,Gaming,Kailh Halo Clear,RGB,true,"Wired, Wired",Black
DROP MDX-31827-11,,Gaming,Kailh Silver Speed,RGB,true,"Wired, Wired",Black
DROP MDX-22176-14,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wired",Gray
DROP MDX-22176-16,,Gaming,Kailh Halo Clear,RGB,true,"Wired, Wired",Gray
Keychron K8,,Standard,Gateron G Pro Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron G Pro Blue Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron G Pro Brown Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron Red Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron Brown Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Keychron Red Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Keychron Blue Optical Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron Red Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron G Pro Blue Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron Red Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Gateron Brown Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Keychron Red Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Keychron Blue Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8,,Standard,Keychron Brown Optical Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Gateron G Pro Red,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Gateron G Pro Blue,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Gateron G Pro Brown,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Gateron G Pro Blue Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Gateron Red Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Gateron Blue Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Keychron Red Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K8 Aluminum Frame,,Standard,Keychron Blue Optical Hot-swappable,,true,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK720 SW,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 FR,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 DE,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 IT,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 UK,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 ND,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 SW,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 FR,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 DE,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 IT,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 UK,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 ND,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 SW,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 DE,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 ND,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 SW,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 FR,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 DE,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 IT,,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Cooler Master CK720 UK,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 ND,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 SW,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 FR,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 DE,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 IT,,Gaming,Kailh Box Brown V2,RGB,true,Wired,Silver / White
Cooler Master CK720 UK,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 ND,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 SW,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 FR,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Cooler Master CK720 DE,,Gaming,Kailh Box Red V2,RGB,true,Wired,Silver / White
Corsair K70 MAX RGB JP,,Gaming,Corsair MGX Steel Grey,RGB,false,Wired,Black
Keychron C1 Pro V1,,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Keychron C1 Pro V2 Hotswap,,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Keychron C1 Pro V2,,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Keychron C1 Pro V2,,Standard,Keychron K Pro Brown,White,true,Wired,Black / Gray
Keychron C1 Pro V2 Hotswap,,Standard,Keychron K Pro Red,RGB,true,Wired,Black / Gray
Keychron C1 Pro V2,,Standard,Keychron K Pro Red,RGB,true,Wired,Black / Gray
Keychron C2 Pro V2 Hotswap,,Standard,Keychron K Pro Brown,RGB,false,Wired,Black / Gray
Keychron C2 Pro V2,,Standard,Keychron K Pro Brown,RGB,false,Wired,Black / Gray
Keychron C2 Pro V2,,Standard,Keychron K Pro Brown,White,false,Wired,Black / Gray
Keychron C2 Pro V2,,Standard,Keychron K Pro Red,RGB,false,Wired,Black / Gray
Keychron C2 Pro V2,,Standard,Keychron K Pro Red,White,false,Wired,Black / Gray
Ducky ONE 3,,Gaming,Cherry MX Clear RGB,RGB,false,Wired,Black
Ducky ONE 3,,Gaming,Cherry MX Blue RGB,RGB,false,Wired,Gray / White
Ducky ONE 3,,Gaming,Cherry MX Red RGB,RGB,false,Wired,Gray / White
Ducky ONE 3,,Gaming,Cherry MX Silent Red RGB,RGB,false,Wired,Gray / White
Ducky ONE 3,,Gaming,Cherry MX Blue RGB,RGB,false,Wired,Blue / Black
Ducky ONE 3,,Gaming,Cherry MX Red RGB,RGB,false,Wired,Blue / Black
Ducky ONE 3,,Gaming,Cherry MX Silent Red RGB,RGB,false,Wired,Blue / Black
Logitech G915 Lightspeed,,Gaming,Logitech GL Clicky,RGB,false,"Wireless, Bluetooth Wireless",Black
Logitech G915 Lightspeed,,Gaming,Logitech GL Clicky,RGB,false,"Wireless, Bluetooth Wireless",Black
Keychron K6,,Standard,Gateron G Pro Blue,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Red,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Blue,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Brown,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Red Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,LK Optical Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6,,Standard,Gateron G Pro Blue Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,LK Optical Red,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,LK Optical Blue,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Red Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Blue Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron K6 Aluminum Frame,,Standard,Gateron G Pro Brown Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Corsair K70 CORE SE RGB w/Palmrest,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,White / Gray
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
SteelSeries Apex Pro TKL (2023),,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
Keychron Q1 Pro,,Standard,Keychron K Pro Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / Gray
Keychron Q1 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / Gray
Keychron Q1 Pro,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 Pro,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Wireless, Bluetooth Wireless",Silver / Gray
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Banana,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Keychron Q1 Pro Special Edition,,Standard,Keychron K Pro Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Lemokey L3,,Standard,Gateron Jupiter Brown,,true,Wireless,Black / Red
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Blue / Yellow
Keychron Lemokey L3,,Standard,Gateron Jupiter Banana,,true,Wireless,Blue / Yellow
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Gray / Teal
Keychron K3 Max,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,114.99,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Gray
Keychron K1 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K1 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K1 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue,RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",White
Keychron K3 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Purple / Pink
Keychron K3 Pro,,Standard,Gateron Low-Profile Blue,White,true,"Wired, Bluetooth Wireless",Purple / Pink
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Purple / Pink
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,White,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K5 Pro,,Gaming,Gateron Low-Profile Brown,White,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,RGB,false,"Wired, Bluetooth Wireless",Black / Red
Keychron K5 Pro,,Gaming,Gateron Low-Profile Brown,RGB,false,"Wired, Bluetooth Wireless",Black
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red,RGB,false,"Wired, Bluetooth Wireless",White
Keychron K5 Pro,,Gaming,Gateron Low-Profile Red (Hot-Swappable),RGB,false,"Wired, Bluetooth Wireless",White
Keychron K7 Pro,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,,Standard,Gateron Low-Profile Red,RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K7 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black / Red
