name,price,type,frequency_response,microphone,wireless,enclosure_type,color
G.Skill RIPJAWS SV710,,Circumaural,"20,20",true,false,Closed,Black
IOGEAR GHG700,,Circumaural,"20,20",true,false,Closed,Black / White
Kensington k33323ww,,Supra-aural,,true,false,Closed,Black
HP Cloud Freestyle,,Circumaural,"15,25",true,false,Closed,Black / White
HP Cloud II,,Circumaural,"15,25",true,false,Closed,Black / Red
Plantronics Gamecom 780,,Circumaural,,true,false,Closed,Black / Red
Plantronics RIG 500E,,Circumaural,"20,20",true,false,Closed,Black / Blue
ROCCAT ALUMA,,Earbud,"20,20",true,false,Closed,Black / Blue
SteelSeries Siberia 650,,Circumaural,"16,28",true,false,Closed,Orange / White
SteelSeries Siberia 650,,Circumaural,"16,28",true,false,Closed,Black / Orange
SteelSeries Siberia X800,,Circumaural,,true,true,Closed,Black / Orange
SteelSeries Siberia P800,,Circumaural,,true,true,Closed,Black / Orange
SteelSeries Siberia 200,,Circumaural,"10,28",true,false,Closed,Black / Gold
Thermaltake CRONOS AD,,Circumaural,"20,22",true,false,Closed,Black / Red
Koss UR55,,Circumaural,"18,22",false,false,Open,Brown / Black
JVC HA-RX300,,Circumaural,"12,22",false,false,Closed,Black
Sentey GS-4731,,Circumaural,"20,20",true,false,Open,Black / White
HP HyperX Cloud Revolver,,Circumaural,"12,28",true,false,Closed,Black / Red
Pioneer SE-A1000,,Circumaural,"10,30",false,false,Closed,Black / Silver
Sades SA-902-B,,Circumaural,"20,20",true,false,Closed,Black / Red
Naztech i9BT,,Circumaural,,true,true,Closed,Black / Silver
Philips Fidelio L2,,Circumaural,,true,false,Open,Black / Red
Status Audio OB-1,,Circumaural,"15,30",false,false,Open,Black / Red
Plantronics BackBeat PRO,,Circumaural,,true,true,Closed,Black
Audio-Technica ATH-ADG1X,,Circumaural,"5,35",true,false,Open,Black / Blue
Smartaudios E1,,Circumaural,"20,20",true,false,Closed,Brown / Black
Sennheiser Momentum 2.0,,Circumaural,"16,22",true,false,Closed,Black
Audio-Technica ATH-E50,,In Ear,"20,18",false,false,Closed,Black
Audio-Technica ATH-IM02,,In Ear,"20,16",false,false,Closed,Transparent
Audio-Technica ATH-IM03,,In Ear,"18,18",false,false,Closed,Transparent
Audio-Technica ATH-IM50,,In Ear,"5,25",false,false,Closed,White / Black
Trust GXT 363 (FF Packaging),,Circumaural,"20,2",true,false,Closed,Black / Blue
Philips SHL3095BK/94,,Supra-aural,"10,22",true,false,Closed,Black
SoundMAGIC HP150,,Circumaural,"10,35",false,false,Closed,Black
SteelSeries Siberia 350 (Black/Orange),,Circumaural,"20,28",true,false,Closed,Black / Orange
SteelSeries Siberia 350 (White/Black),,Circumaural,"20,28",true,false,Closed,White / Black
Corsair VOID,,Circumaural,"20,20",true,false,Closed,White / Black
1MORE Triple Driver (Black/Gold),63.99,In Ear,"20,40",true,false,Closed,Black / Gold
1MORE Triple Driver Lightning (Silver),,In Ear,"20,40",true,false,Closed,Silver
Razer Adaro,,In Ear,"20,20",false,false,Closed,Black / Green
Sunbeam SEB-2014,,In Ear,,true,false,Closed,Purple
Sunbeam SEB-2014,,In Ear,,true,false,Closed,Black / Orange
Sunbeam SEB-2014,,In Ear,,true,false,Closed,Black / Red
Sunbeam SEB-2014,,In Ear,,false,false,Closed,Black
Klipsch R6m,,In Ear,"10,19",true,false,Closed,Black / Silver
Panasonic RPHJX5-S,19.98,In Ear,,false,false,Closed,Black / Silver
Panasonic RPHJX5-R,,In Ear,,false,false,Closed,Black / Red
ARCTIC P533 PENTA,,Circumaural,"20,20",true,false,Closed,Black / Orange
Creative Labs Sound Blaster Tactic3D Alpha,,Circumaural,,true,false,Closed,Black
Creative Labs Sound Blaster Tactic3D Sigma,,Circumaural,,true,false,Closed,Black
Hercules HDP DJ-Pro M1001,,Circumaural,"5,30",false,false,Closed,Black / Blue
Cyber Acoustics AC-968,,Circumaural,"20,20",true,false,Closed,Black
Sennheiser M2 OEi Black,,Supra-aural,"16,22",true,false,Closed,Black / Silver
Sennheiser M2 OEi Brown,,Supra-aural,"16,22",true,false,Closed,Brown / Black
Sennheiser M2 AEi Black,,Supra-aural,"16,22",true,false,Closed,Black / Silver
Sennheiser M2 OEBT Black,,Supra-aural,,false,true,Closed,Black / Silver
SteelSeries Siberia 200,,Circumaural,"10,28",true,false,Closed,Black / Purple
Sony XBA-NC85D,,In Ear,"5,20",false,false,Closed,Black
Skullcandy S6HSGY-384,,Circumaural,,false,false,Closed,White / Black
Skullcandy S6AGDZ-150,,Circumaural,"18,20",false,false,Closed,Red / Amber
Turtle Beach XP510,,Circumaural,"20,20",true,true,Closed,Black / Green
Sony MDRXB450AP/B,,Supra-aural,"5,22",true,false,Closed,Black
Sennheiser M2 AEBT Black,,Circumaural,"16,22",true,true,Closed,Black / Silver
Skullcandy S6HSGY-367,,Circumaural,,false,false,Closed,Camo
Sennheiser GSP 303,,Circumaural,"15,26",true,false,Closed,Black / Red
Etymotic Research ER3 Studio Edition,103.38,In Ear,"20,16",false,false,Closed,
Etymotic Research ER3 Extended Response,116.54,In Ear,"20,16",false,false,Closed,
Etymotic Research ER4 Extended Response,189.88,In Ear,"20,16",false,false,Closed,
Cougar MEGARA,,Earbud,"20,20",true,false,Closed,Black / Orange
Cougar IMMERSA,,Circumaural,"20,20",true,false,Closed,Black / Orange
Corsair HS50,,Circumaural,"20,20",true,false,Closed,Black / Blue
Corsair HS50,,Circumaural,"20,20",true,false,Closed,Black / Green
Audio-Technica ATH-AD1000X,,Circumaural,"5,40",false,false,Open,Black
Monoprice Monolith M560,,Circumaural,"16,40",false,false,Closed,Black / Brown
Monoprice Monolith M565,,Circumaural,"10,45",false,false,Open,Black / Brown
Panasonic RP-HJE125-K,,Earbud,,false,false,Closed,Red
Panasonic RP-HJE125-Y,,Earbud,,false,false,Closed,Yellow
Etekcity Scroll H5GX,,Circumaural,"20,20",true,false,Closed,Black / Red
Audio-Technica ATH-WS1100IS,,Circumaural,"5,40",true,false,Semi-open,
Logitech G933 Artemis Spectrum Snow,,Circumaural,"20,20",true,true,Closed,White / Blue
Logitech G933 Artemis Spectrum Andromeda,,Circumaural,"20,20",true,true,Closed,White / Blue
LyxPro HAS-30,59.99,Circumaural,"15,26",false,false,Closed,Black
Turtle Beach Stealth 420X,,Circumaural,"20,20",true,true,Closed,Black / Green
Corsair HS70 SE,,Circumaural,,true,true,Closed,Black / Beige
Sony WHH900N/R,,Circumaural,,false,true,Closed,Red
SIVGA SVIGA SV007,,Circumaural,"20,20",false,false,Closed,Brown / Black
Sony MDRXB550AP/L,,Supra-aural,"5,22",true,false,Closed,Blue
Logitech G233 PRODIGY,,Circumaural,"20,20",true,false,Closed,Black / Blue
Logitech G433 (Camo Blue),,Circumaural,"20,20",true,false,Open,Black
HP HyperX Cloud Alpha Cloud 9 Edition,,Circumaural,"13,27",true,false,Closed,Black / Blue
SHARKOON SKILLER SGH1,,Circumaural,"20,20",true,false,Closed,Black / Blue
LucidSound LS31,,Circumaural,"20,20",true,true,Closed,Gray
LucidSound LS25,,Circumaural,"20,20",true,false,Closed,Black / Red
Cougar Phontum,,Circumaural,"20,20",true,false,Closed,Black / Orange
Adesso Xtream G3,,Circumaural,"15,20",true,false,Closed,Black / Blue
Inland 6000,,Circumaural,"20,20",true,false,Closed,Silver / Black
Avermedia SonicWave GH335,,Circumaural,"20,20",true,false,Closed,Black
Avermedia SonicWave 7.1 GH337,,Circumaural,"20,20",true,false,Closed,Black / Red
Cougar PHONTUM ESSENTIAL,,Circumaural,"20,20",true,false,Closed,Black
Koss SB42,71.04,Circumaural,"20,20",true,false,Closed,Black
Aula SI-G91V,,Circumaural,,true,false,Closed,Black / Blue
Creative Labs SUPER X-FI AIR C,,Circumaural,"20,20",true,false,Closed,Black / Blue
Creative Labs SUPER X-FI AIR,,Circumaural,"20,20",true,true,Closed,White / Black
Cougar IMMERSA TI,,Circumaural,,true,false,Closed,Black / Orange
Inland 87070,,Supra-aural,"20,20",true,false,Closed,Black
Asus ROG Strix Fusion 300,,Circumaural,"20,20",true,false,Closed,Pink / White
Corsair VOID RGB ELITE,,Circumaural,"20,20",true,false,Closed,White
Corsair HS50 PRO STEREO,,Circumaural,"20,20",true,false,Closed,Black / Green
HP OMEN Mindframe,,Circumaural,,true,false,Closed,Black / Red
HP OMEN Mindframe Prime,,Circumaural,,true,false,Closed,Black / Red
Kensington 33323,,Supra-aural,,true,false,Closed,Black
Syba Oblanc U.F.O.,,Circumaural,"20,18",true,false,Closed,Black
Audio-Technica ATH-SR50BTBW,,Circumaural,"5,40",true,true,Closed,White / Silver
Corsair VOID ELITE SURROUND,,Circumaural,"20,30",true,false,Closed,Black / Red
Acer Predator Galea 300,,Circumaural,"20,20",true,false,Closed,Black
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"20,25",true,false,Closed,Blue
Audio-Technica SonicFuel CLR100iS,,In Ear,"20,25",true,false,Closed,Green
Audio-Technica Solid Bass CKS550iS,,In Ear,"5,24",true,false,Closed,Blue
Audio-Technica Solid Bass CKS550iS,,In Ear,"5,24",true,false,Closed,Red
Audio-Technica Sound Reality CKR90iS,,In Ear,"5,42",true,false,Closed,Black
Sony PS4 PLATINUM,248.79,Circumaural,,true,true,Closed,Black / Blue
Turtle Beach Earforce Stealth 450 USB,,Circumaural,"20,20",true,true,Closed,Black / Red
Sennheiser SC 260 USB CTRL II,,Supra-aural,"50,18",true,false,Closed,
Sennheiser SC 75 USB CTRL,,Supra-aural,"60,16",true,false,Closed,Black
Plantronics EncorePro 720D Duo,15.28,Supra-aural,,true,false,Closed,Black / Silver
ROCCAT Cross Headset + Modulok Modular Headset Stand,,Circumaural,"20,20",true,false,Closed,Black
Syba GamesterGear Cruiser,,Circumaural,"20,20",true,false,Closed,Black / Silver
Trust GXT 322D Carus,,Circumaural,"20,20",true,false,Closed,Camo
Trust GXT 333 GOIYA,,Circumaural,"20,20",true,false,Closed,Black
Mionix NASH-20,,Circumaural,,true,false,Semi-open,Black
Sennheiser SC 70 USB CTRL,,Supra-aural,"60,16",true,false,Closed,Black / Silver
Sennheiser Century SC 660,,Supra-aural,,true,false,Closed,Silver / Black
Rosewill NEBULA GX51,,Circumaural,"20,20",true,false,Closed,Black
HP HyperX Cloud Orbit,,Circumaural,"10,50",true,false,Closed,Black / Gray
Sennheiser MB 360 UC,,Circumaural,"18,22",true,true,Closed,Black
SteelSeries Arctis 1,,Circumaural,"20,20",true,false,Closed,Black
SteelSeries Arctis Pro,,Circumaural,"10,40",true,false,Closed,Black
Philips ActionFit,,In Ear,"20,20",false,true,Closed,
HiFiMAN TWS600,,In Ear,"20,20",false,true,Closed,Black
Plantronics B825 Voyager Focus UC Bluetooth,248.48,Supra-aural,,true,true,Closed,Black
Thermaltake Tt eSPORTS Shock V2,,Circumaural,"20,20",true,false,Closed,Black / Red
ADATA EMIX H30 SE,,Circumaural,"20,20",true,false,Closed,Black / Red
ADATA EMIX I30,36.39,In Ear,"20,20",true,false,Closed,Black / Red
Acer Predator Gaming,,Circumaural,"10,28",true,false,Open,Black
DROP DROP + HIFIMAN HE-35X,,Circumaural,"20,20",false,false,Open,Black
DROP Massdrop x HiFiMAN Edition XX,,Circumaural,"8,50",false,false,Open,Black / Silver
DROP Drop + MrSpeakers Ether CX,,Circumaural,"30,5",false,false,Closed,Black
DROP DROP + KOSS GMR-54X-ISO,,Circumaural,"15,22",true,false,Closed,Black
DROP MASSDROP X KOSS ESP/95X ELECTROSTATIC SYSTEM,,Circumaural,"8,35",false,false,Open,Black
DROP Massdrop x NuForce EDC,,In Ear,"20,40",false,false,Closed,Translucent Blue
DROP Massdrop x NuForce EDC3,,In Ear,"20,40",false,false,Closed,Translucent Blue
DROP Massdrop x NuForce Stride,,In Ear,"20,20",true,true,Closed,Black
DROP Massdrop X MEE Audio Pinnacle Px,,In Ear,"20,20",true,false,Closed,Black
JBL Quantum 100,,Circumaural,"20,20",true,false,Closed,Blue
Final A8000,,In Ear,,false,false,Closed,Silver / Black
Final Adagio II,,Earbud,,false,false,Closed,Black
Final Adagio II,,Earbud,,false,false,Closed,Beige
Final Adagio II,,Earbud,,false,false,Closed,Blue
Final Adagio III,,Earbud,,false,false,Closed,Black
Final Adagio III,,Earbud,,false,false,Closed,Red / White
Final Adagio V,,Earbud,,false,false,Closed,Silver / Black
Final B3,,In Ear,,false,false,Closed,Silver / Black
Final E1000,29.99,Earbud,,false,false,Closed,Red / Black
Final E1000,29.99,Earbud,,false,false,Closed,Blue / Black
Final E1000,29.99,Earbud,,false,false,Closed,Black
Final E1000C,,Earbud,,false,false,Closed,Red / Black
Final E1000C,44.36,Earbud,,false,false,Closed,Blue / Black
Final E1000C,,Earbud,,false,false,Closed,Black
Final E2000C,37.72,Earbud,,false,false,Closed,Silver / Black
Final E2000C,40.07,Earbud,,false,false,Closed,Black
Final E2000,37.85,Earbud,,false,false,Closed,Silver / Black
Final E2000,37.36,Earbud,,false,false,Closed,Black
Final E3000,39.04,Earbud,,false,false,Closed,Silver / Black
Final F3100,,Earbud,,false,false,Closed,Black
Final F4100,,Earbud,,false,false,Closed,Black
Final F7200,,Earbud,,false,false,Closed,Silver / Black
Final FI-BA-SS,,Earbud,,false,false,Closed,Silver / Black
Final FI-BA-SST,,Earbud,,false,false,Closed,Silver / White
Final Heaven II,,Earbud,,false,false,Closed,Silver / Black
Final Heaven II,,Earbud,,false,false,Closed,Silver / Blue
Final Heaven IV,,Earbud,,false,false,Closed,Silver / Black
Final Heaven IV,,Earbud,,false,false,Closed,Silver / White
Final Heaven IV,,Earbud,,false,false,Closed,Silver / Purple
Final Heaven V aging,,Earbud,,false,false,Closed,Copper / Black
Final Heaven V,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VI,,Earbud,,false,false,Closed,Gold / Black
Final Heaven VI,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VII,,Earbud,,false,false,Closed,Black
Final Heaven VII,,Earbud,,false,false,Closed,Silver / Black
Final Heaven VIII,,Earbud,,false,false,Closed,Gold / Black
Final Piano Forte II,,Earbud,,false,false,Closed,Brown / Beige
Final Piano Forte II,,Earbud,,false,false,Closed,Blue / Black
Final Piano Forte VIII,,In Ear,,false,false,Closed,Gold
Final Piano Forte IX,,In Ear,,false,false,Closed,Silver
Final Piano Forte X,,In Ear,,false,false,Closed,Gold
Final Piano Forte X,,In Ear,,false,false,Closed,Silver
Final SONOROUS II,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS IV,,Circumaural,,false,false,Closed,Black / Silver
Final SONOROUS VIII,,Circumaural,,false,false,Closed,Gold / Black
Final SONOROUS X,,Circumaural,,false,false,Closed,Gold / Silver
Astro Gaming A40 TR + MixAmp Pro TR,,Circumaural,"20,20",true,false,Closed,White / Gray
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Gray
Skullcandy Hesh 3,79.98,Circumaural,"20,20",true,true,Closed,Red
Skullcandy Hesh 3,,Circumaural,"20,20",true,true,Closed,Red
Sony Gold,,Circumaural,,true,true,Closed,Black
Sony MDR-ZX310B,37.14,Supra-aural,"10,24",false,false,Closed,Black
HiFiMAN HE400S,,Circumaural,"20,35",false,false,Open,Silver / Black
HiFiMAN HE560,,Circumaural,"15,50",false,false,Open,Black / Brown
HiFiMAN HE5se,,Circumaural,"20,35",false,false,Open,Black
HiFiMAN HE6se,,Circumaural,"8,65",false,false,Open,Black
HiFiMAN RE-600 V2 Songbird,,In Ear,"15,22",false,false,Closed,Black
HiFiMAN RE300i,,Earbud,"20,20",false,false,Closed,White
HiFiMAN Jade II,,Circumaural,"7,90",false,false,Open,Black / Green
HiFiMAN RE400a,,Earbud,"15,22",false,false,Closed,Silver / Black
HiFiMAN RE300a,,Earbud,"20,20",false,false,Closed,Black
HiFiMAN RE300a,,Earbud,"20,20",false,false,Closed,White
HiFiMAN Edition S,,Circumaural,"15,22",true,false,Closed,Black
HiFiMAN Edition S,,Circumaural,"15,22",true,false,Closed,White
HiFiMAN ES100,,Earbud,"15,20",false,false,Closed,Blue / Black
HiFiMAN RE400i,,Earbud,"15,22",false,false,Closed,Silver / Black
HiFiMAN HE400i Ver.2020,,Circumaural,"20,35",false,false,Open,Black
Periodic Audio Carbon,,In Ear,"12,38",false,false,Closed,Black
Periodic Audio Beryllium,,In Ear,"12,45",false,false,Closed,Gold / Silver
Periodic Audio Titanium,,In Ear,"16,30",false,false,Closed,Black
Periodic Audio Magnesium,,In Ear,"20,30",false,false,Closed,Silver
Tempest GHS300 RGB,,Circumaural,"100,10",true,false,Closed,Black
Tempest GHS201 RGB,,Circumaural,"20,20",true,false,Closed,Black
Tempest GHS301 Barbarian RGB,,Circumaural,"20,20",true,false,Closed,Black
Tempest Caesar RGB,,Circumaural,,true,true,Closed,Black
Tempest Warrior RGB,,Circumaural,"20,20",true,false,Closed,Red / Black
Philips SHP9600MB/27,,Circumaural,"12,35",false,false,Open,Black / Gold
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair HS35,,Circumaural,"20,20",true,false,Closed,Black / Green
Astro A10 COD:CW,,Circumaural,"20,20",true,true,Closed,Black / Red
Astro A03,,In Ear,"20,20",true,false,Closed,White / Purple
Anker Soundcore Life Q35,,Circumaural,"16,40",true,true,Closed,Pink
AOC GH300,,Circumaural,"20,20",true,false,Closed,Red / Black
Logitech G335,,Circumaural,"20,20",true,false,Closed,Green / Purple
SteelSeries Arctis 1 Destiny Edition,,Circumaural,"20,20",true,false,Closed,White / Gray
Koss GMR-545-AIR,,Circumaural,"15,22",true,false,Open,Black / Red
Koss GMR-540-ISO,,Circumaural,"15,22",true,false,Closed,Black / Red
Koss GMR-540-ISO USB,74.99,Circumaural,"15,22",true,false,Closed,Black / Red
Anker H700,,Supra-aural,,true,true,Closed,Black
AKG N700NC,,Circumaural,"10,20",true,true,Closed,Silver
Asus TUF Gaming H3,,Circumaural,"20,20",true,false,Closed,Black / Blue
Asus TUF Gaming H3,,Circumaural,"20,20",true,false,Closed,Black / Red
Asus TUF Gaming H7,,Circumaural,"20,20",true,false,Closed,Black / Red
Asus TUF Gaming H7 Wireless,,Circumaural,"20,20",true,true,Closed,Black / Yellow
TAKSTAR Forge,,Circumaural,"20,20",true,false,Closed,Black / Red
TAKSTAR SHADE,,Circumaural,"10,20",true,false,Closed,Black / Red
TAKSTAR TS-2260,,In Ear,"20,20",false,false,Closed,Black
TAKSTAR HF580,,Circumaural,"15,25",false,false,Open,Black / Silver
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,White / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Red / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Blue
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Green
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Brown
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Black / Gray
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Brown / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Camo / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Green
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Gray / Cyan
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Blue / Black
Skullcandy Crusher,,Circumaural,"20,20",true,false,Closed,Beige / Blue
Koss Porta Pro Headset,,Supra-aural,"15,25",true,true,Open,Black / Silver
Koss Porta Pro Limited Edition,,Supra-aural,"15,25",true,false,Open,Beige / Silver
DROP DROP Massdrop x Koss Porta Pro X,,Supra-aural,"15,25",true,false,Open,Black / Blue
Koss Porta Pro,,Supra-aural,"15,25",false,false,Open,Black / Silver
Asus TUF GAMING x Demon Slayer L.E. Nezuko Kamado,,Circumaural,,true,false,Closed,Pink / White
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,,Circumaural,,true,false,Closed,Black / Green
TAKSTAR FLIT,,Circumaural,"20,20",true,false,Closed,Black / Red
TAKSTAR TS-451M,,Circumaural,"20,20",true,false,Closed,Black
TAKSTAR HD2000,,Circumaural,"10,25",false,false,Closed,Black
Corsair HS80 RGB Ethereal Blue,,Circumaural,"20,40",true,true,Closed,White / Blue
Razer Thresher Ultimate For PS4,,Circumaural,"12,28",true,true,Closed,Blue / Black
Samsung Buds2,189,In Ear,,true,true,Closed,Black
Samsung Buds2,,In Ear,,true,true,Closed,Purple
Samsung Buds2,,In Ear,,true,true,Closed,White
Neumann NDH 30,,Circumaural,"12,34",false,false,Open,Silver / Black
Asus ROG Cetra RGB,,In Ear,"20,40",true,false,Closed,Black
ADATA XPG PRECOG S,,Circumaural,"20,20",true,false,Closed,Black
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,Black
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,Blue
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,Pink
Belkin SOUNDFORM Mini,,Circumaural,,true,true,Closed,White
Creative Labs SXFI Gamer,,Circumaural,"20,20",true,false,Closed,Black
HP OMEN Blast,,Circumaural,"20,20",true,false,Closed,Black
HP OMEN Mindframe Prime,,Circumaural,"15,20",true,false,Closed,Black / Red
JVC HA-A6T,,Earbud,"20,20",true,true,Closed,Blue
Targus iStore Classic Fit,,Earbud,,true,false,Closed,Black
Lenovo 4XD1K18260,34.99,Supra-aural,"20,20",true,false,Closed,Black
Sennheiser MB 660 UC MS,,Circumaural,,true,true,Closed,Black / Silver
ROCCAT Khan Pro,202.11,Circumaural,"10,40",true,false,Closed,Black
Mad Catz E.S. Pro+,,Earbud,"20,20",true,false,Closed,Black
YEYIAN Tempest 2000,,Circumaural,"20,20",true,false,Closed,Black / Red
